"Collecteur","N°Famille","Famille","N°Genre","N°Espèce","Genre","Espèce","date récolte","Auteur","N° scan","Subsp.","Nb spécimens","Partie conservée","Intégrité","Etat","Dpt","Nom Dpt","Commune","Lieu dit","Lieu récolte","Habitat","remarques","remarques perso","Nom latin"
"Diard",28,"Polygonaceae",1,108,"Rumex","crispus","03/07/1870","L.","0108_DIARD",,1,"tige + feuilles + infrutescence","incomplet","M",44,"Loire-Atlantique","Le Loroux-Bottereau","St Julien-de-Concelles","St Julien de Concelles",,,,"Rumex crispus L."
"Diard",28,"Polygonaceae",1,109,"Rumex","hydrolapathum","05/07/1868","Huds.","0109_DIARD",,1,"tige + feuilles + infrutescence","incomplet","M",44,"Loire Atlantique",,,"Bords de l'Erdre",,,,"Rumex hydrolapathum Huds."
"Diard",28,"Polygonaceae",2,112,"Polygonum","maritimum","17/*/1871","L.","0112_DIARD",,5,"plante entière","incomplet","M",44,"Loire-Atlantique","La Turballe",,"La Turballe (44)",,,,"Polygonum maritimum L."
"Figureau",28,"Polygonaceae",2,112,"Polygonum","maritimum",10/10/1976,"L.","0112_FIGUREAU",,2,"plante entière","complet","TB",85,"Vendée","Les Sables-d'Olonne","L'Aubraie","L'Aubraie en Forêt d'Olonne","Sables nus mobiles à la limite du flot aux vives eaux",,,"Polygonum maritimum L."
"Diard",28,"Polygonaceae",2,114,"Polygonum","lapathifolium","30/08/1871","L.","0114_DIARD",,2,"plante entière (infrutescence)","complet","B",44,"Loire-Atlantique","La Chapelle-sur-Erdre",,"La Verrière",,,,"Polygonum lapathifolium L."
"?Diard",28,"Polygonaceae",2,114,"Polygonum","lapathifolium",18/09/1941,"L.","0114_XX",,1,"tige + feuilles + inflorescence","complet","TB",44,"Loire-Atlantique","Nantes","Le Croissant","Le Croissant",,,,"Polygonum lapathifolium L."
"Diard",28,"Polygonaceae",2,116,"Polygonum","dubium","13/08/1871","Steinb.","0116_DIARD",,1,"plante entière","complet","B",44,"Loire-Atlantique","Rezé","Trentemoult","Trentemoult",,,"Utilisation muséographique:  Atout Sud, 27/03/08",
"Figureau",28,"Polygonaceae",2,116,"Polygonum","mite",17/10/1978,"Schrank","0116_FIGUREAU",,1,"plante entière","complet","TB",44,"Loire-Atlantique","Mauves-sur-Loire",,"Pont de Mauves sur Loire","Sable de Loire",,,"Polygonum mite Schrank"
"?Diard",28,"Polygonaceae",2,116,"Polygonum","dubium",18/09/1941,"Steinb.","0116_XX",,2,"tige + feuilles + infrutescence","complet","B",44,"Loire-Atlantique","Nantes","Le Grand Blottereau","Le Grand Blottereau _ travaux de la voie ferrée",,"Polygonum dubium Stein..",,"Polygonum miteSchrank"
"Diard",28,"Polygonaceae",2,117,"Polygonum","minus","13/08/1871","Huds.","0117_(1)_DIARD",,2,"plante entière","complet","B",44,"Loire-Atlantique","Rezé","Trentemoult","Trentemoult",,,"Le cartel est en commun avec la part 0117_(2)_DIARD ; Utilisation muséographique:  Atout Sud, 27/03/07","Polygonum minus Huds."
"Diard",28,"Polygonaceae",2,117,"Polygonum","minus","30/08/1871","Huds.","0117_(2)_DIARD",,2,"plante entière","complet","B",44,"Loire-Atlantique","La Chapelle-sur-Erdre",,"Bords de l'Etang de la Verrière",,,"Le cartel est en commun avec la part 0117_(1)_DIARD ; Utilisation muséographique:  Atout Sud, 27/03/08","Polygonum minus Huds."
"Diard",28,"Polygonaceae",2,110,"Polygonum","aviculare","03/08/1868","L.","0110_DIARD",,2,"tige + feuilles + inflorescence","complet","TB",44,"Loire-Atlantique",,,"Les Herbières",,,,"Polygonum aviculare L."
"Diard",28,"Polygonaceae",2,113,"Polygonum","persicaria","02/08/1868","L.","0113_DIARD",,2,"tige + feuilles + inflorescence","complet","B",44,"Loire-Atlantique","Sucé-sur-Erdre",,"Sucé",,,,"Polygonum persicaria L."
"Diard",28,"Polygonaceae",2,115,"Polygonum","hydropiper","30/08/1871","L.","0115_DIARD",,1,"tige + feuilles + infrutescence","complet","B",44,"Loire-Atlantique","La Chapelle-sur-Erdre",,"La Verrière",,,,"Polygonum hydropiper L."
"Diard",28,"Polygonaceae",2,118,"Polygonum","amphibium","11/06/1868","L.","0118_DIARD",,1,"plante entière","incomplet","B",44,"Loire-Atlantique","Carquefou","Gachet","Marais de Gachet",,,,"Polygonum amphibium L."
"Diard",28,"Polygonaceae",2,120,"Polygonum","convolvulus","16/07/1865","L.","0120_DIARD",,3,"plante entière (infrutescence)","complet","M",44,"Loire-Atlantique","Bouguenais",,"Bouguenais",,,,"Polygonum convolvulus L."
"Diard",28,"Polygonaceae",2,121,"Polygonum","dumetorum","27/08/1871","L.","0121_DIARD",,2,"plante entière sans racine","complet","B",44,"Loire-Atlantique","Savenay",,"Savenay",,,,"Polygonum dumetorum L."
"Diard",28,"Polygonaceae",2,"114_bis","Polygonum","nodosum","13/08/1871","Pers.","0114_bis_DIARD",,1,"tige + feuilles + inflorescence","complet;débris","B",44,"Loire-Atlantique","Rezé","Trentemoult","Trentemoult",,,,"Polygonum nodosum Pers."
"Diard",29,"Chenopodiaceae",1,"125 bis","Beta","vulgaris","29/05/1870","L.","0125_bis_DIARD","subsp. maritima L.",1,"tige + feuilles + inflorescence","incomplet","M",44,"Loire-Atlantique","St Brevin",,"St Brevin",,,,"Beta vulgaris L. subsp. maritima L."
"Diard",29,"Chenopodiaceae",2,129,"Chenopodium","glaucum","02/08/1868","L.","0129_DIARD",,2,"tige + feuilles + inflorescence","complet","B",44,"Loire-Atlantique","Sucé-sur-Erdre",,"Sucé",,,,"Chenopodium glaucum L."
"?Diard",29,"Chenopodiaceae",2,129,"Chenopodium","glaucum",19/09/1941,"L.","0129_XX",,2,"plante entière","complet","B",44,"Loire-Atlantique","Nantes","La Tremissinière","La Tremissinière",,,,"Chenopodium glaucum L."
"Diard",29,"Chenopodiaceae",2,132,"Chenopodium","hybridum","27/08/1871","L.","0132_(1)_DIARD",,1,"tige + feuilles + inflorescence","incomplet","B",44,"Loire-Atlantique","Campbon",,"Cambon près les fours à chaux",,,"est fixé sur le même feuillet que celui du spécimen 0132_(2)_DIARD","Chenopodium hybridum L."
"Diard",29,"Chenopodiaceae",2,132,"Chenopodium","hybridum","01/09/1872","L.","0132_(2)_DIARD",,1,"tige + feuilles + inflorescence","incomplet","B",44,"Loire-Atlantique","Vertou",,"Vertou",,,"est fixé sur le même feuillet que celui du spécimen 0132_(1)_DIARD","Chenopodium hybridum L."
"Diard",29,"Chenopodiaceae",2,128,"Chenopodium","bonus-henricus","03/07/1870","L.","0128_DIARD",,3,"tige + feuilles + inflorescence","complet;débris","B",44,"Loire-Atlantique","Le Loroux-Bottereau","St Julien-de-Concelles","St Julien de Concelles",,,,"Chenopodium bonus-henricus L."
"Diard",29,"Chenopodiaceae",2,130,"Chenopodium","rubrum","28/08/1870","L.","0130_DIARD",,1,"plante entière","complet","B",44,"Loire-Atlantique","Montoir-de-Bretagne",,"Montoir",,,,"Chenopodium rubrum L."
"Diard",29,"Chenopodiaceae",2,133,"Chenopodium","polyspermum","03/08/1868","L.","0133_DIARD",,2,"tige + feuilles + inflorescence","complet","B",44,"Loire-Atlantique",,,"Les Herbières",,,,"Chenopodium polyspermum L."
"Diard",29,"Chenopodiaceae",2,134,"Chenopodium","vulvaria","03/08/1868","L.","0134_DIARD",,1,"tige + feuilles + inflorescence","complet","B",44,"Loire-Atlantique",,,"Les Herbières",,,,"Chenopodium vulvaria L."
"Diard",29,"Chenopodiaceae",2,135,"Chenopodium","urbicum","27/08/1871","L.","0135_DIARD",,3,"plante entière","complet","B",44,"Loire-Atlantique","Campbon",,"Cambon",,,,"Chenopodium urbicum L."
"Diard",29,"Chenopodiaceae",2,136,"Chenopodium","murale","02/08/1868","L.","0136_DIARD",,2,"tige + feuilles + inflorescence","complet","M",44,"Loire-Atlantique","Sucé-sur-Erdre",,"Sucé",,,,"Chenopodium murale L."
"Diard",29,"Chenopodiaceae",2,138,"Chenopodium","opulifolium","24/07/1871","Schrad.","0138_DIARD",,2,"tige + feuilles + inflorescence","complet","M",44,"Loire-Atlantique","Nantes",,"Iles de la Loire à Nantes",,,,"Chenopodium opulifolium Schrad."
"Diard",29,"Chenopodiaceae",2,139,"Chenopodium","album","03/08/1868","L.","0139_DIARD",,1,"tige + feuilles + inflorescence","complet","B",44,"Loire-Atlantique",,,"Les Herbières",,,,"Chenopodium album L."
"Diard",29,"Chenopodiaceae",3,"140 bis","Atriplex","halimus","25/06/1871","L.","0140_bis_DIARD",,2,"feuilles + tige","complet","M",44,"Loire-Atlantique","Bourgneuf-en-Retz",,"Bourgneuf",,,,"Atriplex halimus L."
"Figureau",29,"Chenopodiaceae",3,"140 bis","Atriplex","halimus",01/10/1979,"L.","0140_bis_FIGUREAU",,4,"plante entière sans racine","complet","TB",44,"Loire-Atlantique","La Turballe",,"La Turballe (44)","Haies et talus",,,"Atriplex halimus L."
"?Diard",29,"Chenopodiaceae",3,"140 bis","Atriplex","halimus",11/10/1941,"L.","0140_bis_XX",,1,"tige + feuilles + inflorescence","complet","B",44,"Loire Atlantique","Batz sur Mer",,"Batz sur Mer",,,,"Atriplex halimus L."
"Diard",29,"Chenopodiaceae",3,141,"Atriplex","littoralis","25/06/1871","L.","0141_DIARD",,1,"tige + feuilles + inflorescence","complet","B",44,"Loire-Atlantique","Bourgneuf-en-Retz",,"Bourgneuf",,,,"Atriplex littoralis L."
"Diard",29,"Chenopodiaceae",3,142,"Atriplex","patula","02/08/1868","L.","0142_DIARD",,2,"tige + feuilles + inflorescence","complet","M",44,"Loire-Atlantique","Sucé-sur-Erdre",,"Sucé",,"Atriplex angustifolia",,"Atriplex patula L."
"Diard",29,"Chenopodiaceae",3,143,"Atriplex","hastata","03/07/1870","L.","0143_DIARD",,2,"tige + feuilles + inflorescence","complet","B",44,"Loire-Atlantique","Le Loroux-Bottereau","St Julien-de-Concelles","St Julien de Concelles",,"Atriplex latifolia","l'un des spécimens est en 2 parties","Atriplex hastata L."
"Diard",29,"Chenopodiaceae",3,,"Atriplex","hortensis","25/06/1871","L.","XX_0008_DIARD",,1,"tige + feuilles + inflorescence","complet","B",44,"Loire-Atlantique","Bourgneuf-en-Retz","Le Collet","Le Collet près de Bourgneuf",,"cultivé","non trouvé dans la flore","Atriplex hortensis L."
"Diard",29,"Chenopodiaceae",3,,"Atriplex","crassifolia","25/06/1871","Mey.","XX_0009_DIARD",,1,"tige + feuilles + inflorescence","complet","B",44,"Loire-Atlantique","Les Moutiers",,"Les Moutiers",,,"non trouvé dans la flore; est fixé sur le même feuillet que le spécimen  XX_0010_DIARD","Atriplex crassifolia Mey."
"Diard",29,"Chenopodiaceae",3,,"Atriplex","crassifolia","11/09/1871","Mey.","XX_0010_DIARD",,1,"tige + feuilles + inflorescence","complet","B",44,"Loire-Atlantique","La Turballe",,"La Turballe (44)",,,"non trouvé dans la flore; est fixé sur le même feuillet que le spécimen  XX_0009_DIARD","Atriplex crassifolia Mey."
"Diard",29,"Chenopodiaceae",4,145,"Obione","portulacoides","26/07/1868","Moq.","0145_DIARD",,1,"tige + feuilles + inflorescence","complet","B",44,"Loire-Atlantique","Pornic",,"Pornic",,"Atriplex portulacoïdes",,"Obione portulacoides Moq."
"Figureau",29,"Chenopodiaceae",4,145,"Obione","portulacoides",06/10/1979,"Moq.","0145_FIGUREAU",,1,"plante entière sans racine","complet","TB",44,"Loire-Atlantique","Guérande","Sissable","Sissable (44)","Talus des marais salants",,,"Obione portulacoides Moq."
"Figureau",29,"Chenopodiaceae",5,147,"Salicornia","fruticosa",06/10/1979,"L.","0147_FIGUREAU",,4,"plante entière sans racine","complet","TB",44,"Loire-Atlantique","Guérande","Sissable","Sissable (44)","Base des talus des marais salants",,,"Salicornia fruticosa L."
"Figureau",29,"Chenopodiaceae",5,149,"Salicornia","pusilla",25/10/1977,"Woods","0149_FIGUREAU",,5,"plante entière","complet","TB",44,"Loire Atlantique","Mesquer","Le Rostu","Le Rostu en Mesquer","Partie élevée du shorre mares.",,,"Salicornia pusilla Woods"
"Figureau",29,"Chenopodiaceae",5,150,"Salicornia","dolichostachya",06/10/1976,"Moss","0150_(1)_FIGUREAU",,1,"plante entière","complet","TB",44,"Loire-Atlantique","La Turballe","Pen Bron","La Paroisse Pen Bron (44)",,"comestible","le spécimen est en 2 parties","Salicornia dolichostachya Moss"
"Figureau",29,"Chenopodiaceae",5,150,"Salicornia","dolichostachya",26/10/1976,"Moss","0150_(2)_FIGUREAU",,2,"plante entière","complet","TB",85,"Vendée","Talmont-St-Hilaire","Le Port","Le Port en Talmont (85)",,"comestible",,"Salicornia dolichostachya Moss"
"Diard",29,"Chenopodiaceae",5,151,"Salicornia","europæa","13/08/1868","L.","0151_DIARD",,1,"plante entière","complet","B",44,"Loire-Atlantique","Le Pouliguen",,"Le Pouliguen",,"Salicornia herbacea",,"Salicornia europæa L."
"Figureau",29,"Chenopodiaceae",5,152,"Salicornia","ramosissima",06/10/1976," Woods","0152_FIGUREAU",,2,"plante entière sans racine","complet","TB",44,"Loire-Atlantique","La Turballe",,"La Turballe (44)","Marais salants, salines",,,"Salicornia ramosissima  Woods"
"Diard",29,"Chenopodiaceae",6,153,"Suaeda","vera","17/05/1869","Gmel.","0153_DIARD",,3,"tige + feuilles + inflorescence","complet","M",44,"Loire-Atlantique","St Nazaire",,"St Nazaire",,"Sueda fruticosa",,"Suaeda vera Gmel."
"Diard",29,"Chenopodiaceae",6,154,"Suaeda","maritima","13/08/1868","Dum.","0154_DIARD",,5,"feuilles + tige","complet","M",44,"Loire-Atlantique","Le Pouliguen",,"Le Pouliguen",,,,"Suaeda maritima Dum."
"Diard",29,"Chenopodiaceae",7,155,"Salsola","kali","28/06/1868","L.","0155_DIARD",,2,"feuilles + tige","complet","M",44,"Loire-Atlantique","Le Pouliguen",,"Le Pouliguen",,,,"Salsola kali L."
"Diard",29,"Chenopodiaceae",7,156,"Salsola","soda","25/06/1871","L.","0156_DIARD",,2,"plante entière","complet","M",44,"Loire-Atlantique","Bourgneuf-en-Retz",,"Bourgneuf",,,,"Salsola soda L."
"Diard",30,"Amarantaceae",1,157,"Polycnemum","majus","17/05/1880","L.","0157_DIARD",,7,"plante entière","complet","B",44,"Loire-Atlantique","Chéméré",,"Chemeré",,,,"Polycnemum majus L."
"Diard",30,"Amarantaceae",1,158,"Polycnemum","arvense","09/08/1871","L.","0158_DIARD",,9,"plante entière","complet","B",44,"Loire-Atlantique","Oudon",,"Environs d'Oudon près les moulins St Aubin",,,,"Polycnemum arvense L."
"Diard",30,"Amarantaceae",2,163,"Amarantus","retroflexus","09/08/1868","L.","0163_DIARD",,2,"tige + feuilles + inflorescence","complet","TB",44,"Loire-Atlantique","Nantes","Ile Videment","Ile Videment ",,,"Utilisation muséographique:  Atout Sud, 27/03/08","Amarantus retroflexus L."
"Diard",30,"Amarantaceae",2,159,"Amarantus","deflexux","03/08/1868","L.","0159_DIARD",,2,"tige + feuilles + inflorescence","complet","B",44,"Loire-Atlantique",,,"Route de Vannes",,,,"Amarantus deflexux L."
"Diard",30,"Amarantaceae",2,160,"Amarantus","lividus","02/08/1868","L.","0160_DIARD",,2,"tige + feuilles + inflorescence","complet;débris","B",44,"Loire-Atlantique","Sucé-sur-Erdre",,"Sucé",,"Amaranthus blitum",,"Amarantus lividus L."
"Diard",30,"Amarantaceae",2,162,"Amarantus","graecizans","02/08/1868","L.","0162_DIARD",,2,"plante entière sans racine","complet","B",44,"Loire-Atlantique","Sucé-sur-Erdre",,"Sucé",,"Amaranthus sylvestris",,"Amarantus graecizans L."
"Diard",32,"Portulacaceae",1,166,"Portulaca","oleracea","26/06/1870","L.","0166_DIARD",,2,"plante entière + infrutescence","complet","B",44,"Loire-Atlantique",,"Les Hubières","Les Hubières",,,,
"Figureau",32,"Portulacaceae",2,"167 bis","Montia","fontana",20/04/1974,"L.","0167_bis_FIGUREAU","subsp. chondrosperma Walter",8,"plante entière (infrutescence)","complet","TB",44,"Loire-Atlantique","Ste-Luce-sur-Loire",,"Ste Luce sur Loire","Sol sableux humide","ssp chondrosperma Walter",,"Montia fontana L. subsp. chondrosperma Walter"
"Diard",32,"Portulacaceae",2,167,"Montia","fontana","08/05/1870","L.","0167_DIARD",,16,"plante entière + infrutescence","complet","B",44,"Loire-Atlantique","Mauves-sur-Loire",,"Mauves",,,,"Montia fontana L."
"Diard",33,"Caryophyllaceae",1,169,"Corrigiola","littoralis","09/07/1868","L.","0169_DIARD",,2,"tige + feuilles + inflorescence","complet","B",44,"Loire-Atlantique","St-Herblain","La Bouvardière","La Bouvardière",,,,"Corrigiola littoralis L."
"Diard",33,"Caryophyllaceae",2,170,"Illecebrum","verticillatum","23/08/1868","L.","0170_DIARD",,10,"plante entière","complet","B",44,"Loire-Atlantique","Nantes","Le Petit Port","Le Petit Port",,,,"Illecebrum verticillatum L."
"Figureau",33,"Caryophyllaceae",2,170,"Illecebrum","verticillatum",21/06/1979,"L.","0170_FIGUREAU",,3,"plante entière sans infrutescence","complet","TB",56,"Morbihan","Férel",,"Férel mares temporaires (56)","Bord graveleux sableux des étangs",,,"Illecebrum verticillatum L."
"Diard",33,"Caryophyllaceae",3,171,"Herniara","glabra","24/06/1866","L.","0171_DIARD",,3,"plante entière","complet","B",44,"Loire-Atlantique","Nantes","Chantenay","Chantenay",,,,"Herniara glabra L."
"Diard",33,"Caryophyllaceae",3,173,"Herniara","hirsuta","25/06/1871","L.","0173_DIARD",,">20","plante entière","débris","B",44,"Loire-Atlantique","Bourgneuf-en-Retz",,"Bourgneuf",,,,"Herniara hirsuta L."
"Diard",33,"Caryophyllaceae",4,174,"Polycarpon","tetraphyllum","02/08/1868","L.","0174_DIARD",,2,"plante entière sans racine ","complet","B",44,"Loire-Atlantique","Sucé-sur-Erdre",,"Sucé",,,"2 fragments sont séparés des spécimens","Polycarpon tetraphyllum L."
"Diard",33,"Caryophyllaceae",5,175,"Spergula","arvensis","21/05/1866","L.","0175_(1)_DIARD",,1,"plante entière","complet","B",44,"Loire-Atlantique","Paimbœuf",,"Paimbœuf",,"Spergula vulgaris",,"Spergula arvensis L."
"Diard",33,"Caryophyllaceae",5,175,"Spergula","arvensis","13/08/1871","L.","0175_(2)_DIARD",,1,"plante entière sans racine","complet","B",44,"Loire-Atlantique","Rezé","Trentemoult","Trentemoult",,,"Utilisation muséographique:  Atout Sud, 27/03/08","Spergula arvensis L."
"Diard",33,"Caryophyllaceae",5,176,"Spergula","pentandra","24/04/1870","L.","0176_DIARD",,10,"tige + feuilles + inflorescence","complet","B",44,"Loire-Atlantique","Mauves-sur-Loire",,"Iles de la Loire près de Mauves",,,,"Spergula pentandra L."
"Diard",33,"Caryophyllaceae",5,177,"Spergula","morisoni","08/05/1870","Bor.","0177_(1)_DIARD",,">18","plante entière","complet","B",44,"Loire-Atlantique","Mauves-sur-Loire",,"Coteaux de Mauves",,"Spergula morisonii","est fixé sur le même feuillet que le spécimen 0177_(2)_DIARD","Spergula morisoni Bor."
"Diard",33,"Caryophyllaceae",5,177,"Spergula","morisoni","21/05/1871","Bor.","0177_(2)_DIARD",,1,"plante entière","complet","B",44,"Loire-Atlantique","Clisson",,"Clisson",,"Spergula morisonii","est fixé sur le même feuillet que le spécimen 0177_(1)_DIARD","Spergula morisoni Bor."
"Diard",33,"Caryophyllaceae",6,180,"Spergularia","media","21/05/1866","(L.) C. Presl","0180_DIARD",,6,"plante entière sans racine","complet","B",44,"Loire-Atlantique","Corsept",,"Corsept",,"Arenaria media",,"Spergularia media (L.) C. Presl"
"Diard",33,"Caryophyllaceae",8,183,"Scleranthus","annuus","23/08/1868","L.","0183_DIARD",,3,"tige + infrutescence","complet","B",44,"Loire-Atlantique","Nantes","Le Petit Port","Le Petit Port",,,,"Scleranthus annuus L."
"Diard",33,"Caryophyllaceae",8,184,"Scleranthus","perennis","29/05/1871","L.","0184_DIARD",,12,"plante entière sans infrutescence","complet","B",44,"Loire-Atlantique","La Roche-Blanche","Pied Bercy","Butte de Piedbercy près de la Censerie",,,"une dizaine de fragments sont séparés des spécimens ; ils sont mis sou pli","Scleranthus perennis L."
"Figureau",33,"Caryophyllaceae",8,184,"Scleranthus","perennis",09/05/1974,"L.","0184_FIGUREAU",,2,"plante entière sans infrutescence","complet","TB",79,"Deux-Sèvres","Argenton Château",,"Argenton-Château (79)","Rochers schisteux secs",,,"Scleranthus perennis L."
"Diard",33,"Caryophyllaceae",9,186,"Sagina","subulata","20/06/1869","(Sw.) C. Presl","0186_(1)_DIARD",,2,"plante entière sans infrutescence","complet","TB",44,"Loire-Atlantique","Arthon-en-Retz","La Matinaie","La Matinaie",,,,"Sagina subulata (Sw.) C. Presl"
"Diard",33,"Caryophyllaceae",9,186,"Sagina","subulata","29/05/1870","(Sw.) C. Presl","0186_(2)_DIARD",,15,"plante entière sans infrutescence","complet","TB",44,"Loire-Atlantique","St Brevin",,"St Brevin",,"Spergula subulata",,"Sagina subulata (Sw.) C. Presl"
"Figureau",33,"Caryophyllaceae",9,186,"Sagina","subulata",16/06/1981,"(Sw.) C. Presl","0186_FIGUREAU",,16,"plante entière sans infrutescence","complet","TB",56,"Morbihan","Sauzon (Belle-Ile)","L'Apothicairerie","L'Apothicairerie","Pelouses maritimes",,,"Sagina subulata (Sw.) C. Presl"
"Diard",33,"Caryophyllaceae",9,187,"Sagina","procumbens","28/04/1867","L.","0187_DIARD",,3,"plante entière sans infrutescence","complet","B",44,"Loire-Atlantique","Nantes","Cité des Dervallières","Les Dervallières",,,,"Sagina procumbens L."
"Diard",33,"Caryophyllaceae",9,188,"Sagina","apetala","06/1871","Ard.","0188_DIARD",,3,"plante entière sans infrutescence","complet","TB",,,,,"Beausoleil",,,,"Sagina apetala Ard."
"Diard",33,"Caryophyllaceae",9,189,"Sagina","maritima","26/06/1871","G. Don","0189_(1)_DIARD",,10,"plante entière sans infrutescence","complet","B",44,"Loire-Atlantique","Pornic","La Source","La Source près de Pornic",,,,"Sagina maritima G. Don"
"Diard",33,"Caryophyllaceae",9,189,"Sagina","maritima","20/05/1872","G. Don","0189_(2)_DIARD",,1,"plante entière sans infrutescence","complet","B",44,"Loire-Atlantique","Le Pouliguen",,"Le Pouliguen",,,,"Sagina maritima G. Don"
"Diard",33,"Caryophyllaceae",9,,"Sagina","filicaulis","30/06/1871","Jord.","XX_0011_DIARD",,13,"plante entière  ","complet","B",44,"Loire-Atlantique","Ancenis",,"Ancenis",,"non trouvée dans la flore",,"Sagina filicaulis Jord."
"Diard",33,"Caryophyllaceae",9,185,"Sagina","nodosa","23/07/1875","(L.) Fenzl","0185_DIARD",,">12","plante entière sans infrutescence","complet","B",44,"Loire-Atlantique","St-Père-en-Retz","Boivre (rivière)","Marais de Boivre",,"Spergula nodosa",,"Sagina nodosa (L.) Fenzl"
"Diard",33,"Caryophyllaceae",10,190,"Arenaria","montana","28/05/1865","L.","0190_(1)_DIARD",,3,"plante entière sans racine","complet","B",44,"Loire-Atlantique","Couëron",,"Couëron",,,"Utilisation muséographique:  Atout Sud, 27/03/08","Arenaria montana L."
"Diard",33,"Caryophyllaceae",10,190,"Arenaria","montana","20/05/1872","L.","0190_(2)_DIARD",,2,"plante entière sans racine","complet","B",44,"Loire-Atlantique","Guérande",,"Guérande",,,"Utilisation muséographique:  Atout Sud, 27/03/08","Arenaria montana L."
"Diard",33,"Caryophyllaceae",10,190,"Arenaria","montana","23/05/1875","L.","0190_(3)_DIARD",,2,"tige + feuilles + infrutescence","complet","B",44,"Loire-Atlantique","Casson","La Pervenchère","La Pervanchère",,,"Utilisation muséographique:  Atout Sud, 27/03/08","Arenaria montana L."
"Diard",33,"Caryophyllaceae",10,191,"Arenaria","serpyllifolia","29/05/1870","L.","0191_(1)_DIARD","var. macrocarpa J. Lloyd",9,"plante entière","complet","B",44,"Loire-Atlantique","St Brevin","Mindin","Mindin",,"Arenaria Llodii",,"Arenaria serpyllifolia L. var. macrocarpa Ll."
"Diard",33,"Caryophyllaceae",10,191,"Arenaria","serpyllifolia","03/07/1870","L.","0191_(2)_DIARD","subsp. leptoclados Rchb.",1,"plante entière","complet","B",44,"Loire-Atlantique","Le Loroux-Bottereau","St Julien-de-Concelles","St Julien de Concelles",,"Arenaria leptoclados",,"Arenaria serpyllifolia L. subsp. leptoclados Reich."
"Diard",33,"Caryophyllaceae",10,192,"Arenaria","trinervia","18/05/1872","L.","0192_DIARD",,1,"tige + feuilles + infrutescence","complet","TB",44,"Loire-Atlantique","Nantes",,"Environs de Nantes",,,,"Arenaria trinervia L."
"Diard",33,"Caryophyllaceae",10,,"Arenaria",,"13/08/1865",,"XX_0012_DIARD",,11,"plante entière","complet","B",44,"Loire-Atlantique","Le Pouliguen",,"Le Pouliguen",,"non trouvée dans la flore",,"Arenaria marina"
"Diard",33,"Caryophyllaceae",10,,"Arenaria","rubra","07/05/1865",,"XX_0016_DIARD",,3,"plante entière sans infrutescence","complet","TB",44,"Loire-Atlantique","Nantes","La Morinière","La Morinière",,,"non trouvée dans la flore","Arenaria rubra"
"Diard",33,"Caryophyllaceae",10,,"Arenaria","setacea","27/07/1873","Thuill.","XX_0017_DIARD",,14,"plante entière","complet","B",77,"Seine-et-Marne","Fontainebleau",,"Forêt de Fontainebleau",,,"non trouvée dans la flore","Arenaria setacea Thuill."
